day_of_year,solar_flux_w_m2,eclipse_duration_min,eclipse_fraction,beta_angle_deg,incidence_angle_deg,t_sunlit_c,t_eclipse_min_c,t_orbital_avg_c
183,1316.6746895733108,0.0,0.0,23.054796533784415,66.94520346621559,35.51003969467814,35.51003969467814,35.51003969467814
184,1316.647479825158,0.0,0.0,22.97764125874807,67.02235874125194,35.50844919238153,35.50844919238153,35.50844919238153
185,1316.6330726965653,0.0,0.0,22.893686529988557,67.10631347001144,35.50760703677304,35.50760703677304,35.50760703677304
186,1316.6314718204035,0.0,0.0,22.802957191060827,67.19704280893917,35.507513458586345,35.507513458586345,35.507513458586345
187,1316.6426776003334,0.0,0.0,22.705480090235955,67.29451990976405,35.508168483459656,35.508168483459656,35.508168483459656
188,1316.6666872107637,0.0,0.0,22.601284072556336,67.39871592744365,35.50957193193028,35.50957193193028,35.50957193193028
189,1316.7034945971536,0.0,0.0,22.49039997129995,67.50960002870005,35.51172341947165,35.51172341947165,35.51172341947165
190,1316.7530904766634,0.0,0.0,22.372860598856313,67.62713940114368,35.51462235657249,35.51462235657249,35.51462235657249
191,1316.815462339152,0.0,0.0,22.248700737016765,67.75129926298322,35.51826794885818,35.51826794885818,35.51826794885818
192,1316.8905944485273,0.0,0.0,22.11795712668195,67.88204287331804,35.52265919725494,35.52265919725494,35.52265919725494
193,1316.9784678444446,0.0,0.0,21.980668456989644,68.01933154301034,35.52779489819568,35.52779489819568,35.52779489819568
194,1317.0790603443584,0.0,0.0,21.836875353865963,68.16312464613404,35.533673643868326,35.533673643868326,35.533673643868326
195,1317.1923465459329,0.0,0.0,21.68662036800353,68.31337963199647,35.5402938225069,35.5402938225069,35.5402938225069
196,1317.3182978298134,0.0,0.0,21.529947962270036,68.47005203772997,35.54765361872478,35.54765361872478,35.54765361872478
197,1317.4568823627544,0.0,0.0,21.366904498550948,68.63309550144905,35.55575101389019,35.55575101389019,35.55575101389019
198,1317.608065101125,0.0,0.0,21.197538224030303,68.80246177596969,35.56458378654503,35.56458378654503,35.56458378654503
199,1317.7718077947782,0.0,0.0,21.021899256913574,68.97810074308643,35.57414951286523,35.57414951286523,35.57414951286523
200,1317.9480689913034,0.0,0.0,20.840039571596886,69.15996042840311,35.58444556716472,35.58444556716472,35.58444556716472
201,1318.13680404066,0.0,0.0,20.65201298328696,69.34798701671305,35.59546912244156,35.59546912244156,35.59546912244156
202,1318.3379651001992,0.0,0.0,20.457875132076342,69.54212486792366,35.6072171509673,35.6072171509673,35.6072171509673
203,1318.551501140084,0.0,0.0,20.257683466478582,69.74231653352142,35.61968642491911,35.61968642491911,35.61968642491911
204,1318.7773579491068,0.0,0.0,20.051497226428307,69.94850277357169,35.632873517054406,35.632873517054406,35.632873517054406
205,1319.0154781409246,0.0,0.0,19.839377425751156,70.16062257424885,35.64677480142984,35.64677480142984,35.64677480142984
206,1319.2658011607055,0.0,0.0,19.62138683410884,70.37861316589115,35.661386454162255,35.661386454162255,35.661386454162255
207,1319.5282632922,0.0,0.0,19.397589958424554,70.60241004157544,35.67670445423329,35.67670445423329,35.67670445423329
208,1319.8027976652536,0.0,0.0,19.16805302379435,70.83194697620564,35.69272458433795,35.69272458433795,35.69272458433795
209,1320.0893342637555,0.0,0.0,18.93284395389009,71.06715604610991,35.7094424317761,35.7094424317761,35.7094424317761
210,1320.3877999340423,0.0,0.0,18.6920323508597,71.30796764914031,35.7268533893876,35.7268533893876,35.7268533893876
211,1320.6981183937648,0.0,0.0,18.445689474730813,71.55431052526919,35.74495265653172,35.74495265653172,35.74495265653172
212,1321.0202102412263,0.0,0.0,18.193888222323746,71.80611177767626,35.763735240109895,35.763735240109895,35.763735240109895
213,1321.3539929651995,0.0,0.0,17.93670310568017,72.06329689431985,35.783195955632664,35.783195955632664,35.783195955632664
214,1321.6993809552434,0.0,0.0,17.67421023001383,72.32578976998616,35.80332942833087,35.80332942833087,35.80332942833087
215,1322.056285512519,0.0,0.0,17.40648727118973,72.59351272881027,35.82413009431093,35.82413009431093,35.82413009431093
216,1322.4246148611235,0.0,0.0,17.133613452738622,72.86638654726138,35.845592201754584,35.845592201754584,35.845592201754584
217,1322.8042741599465,0.0,0.0,16.855669522413514,73.14433047758648,35.86770981216284,35.86770981216284,35.86770981216284
218,1323.1951655150708,0.0,0.0,16.572737728295095,73.42726227170492,35.890476801645036,35.890476801645036,35.890476801645036
219,1323.5971879927215,0.0,0.0,16.28490179445315,73.71509820554685,35.913886862252184,35.913886862252184,35.913886862252184
220,1324.0102376327782,0.0,0.0,15.992246896171347,74.00775310382865,35.93793350335551,35.93793350335551,35.93793350335551
221,1324.4342074628635,0.0,0.0,15.69485963474247,74.30514036525753,35.96261005306974,35.96261005306974,35.96261005306974
222,1324.8689875130176,0.0,0.0,15.392828011841647,74.60717198815836,35.98790965972131,35.98790965972131,35.98790965972131
223,1325.3144648309808,0.0,0.0,15.086241403485332,74.91375859651468,36.013825293362515,36.013825293362515,36.013825293362515
224,1325.7705234980822,0.0,0.0,14.775190533583453,75.22480946641654,36.04034974732997,36.04034974732997,36.04034974732997
225,1326.237044645766,0.0,0.0,14.459767447092716,75.5402325529073,36.06747563984942,36.06747563984942,36.06747563984942
226,1326.7139064727487,0.0,0.0,14.140065482779093,75.85993451722092,36.09519541568534,36.09519541568534,36.09519541568534
227,1327.2009842628413,0.0,0.0,13.816179245597349,76.18382075440265,36.123501347836566,36.123501347836566,36.123501347836566
228,1327.6981504034336,0.0,0.0,13.488204578695882,76.51179542130411,36.152385539277645,36.152385539277645,36.152385539277645
229,1328.205274404665,0.0,0.0,13.156238535055223,76.84376146494478,36.1818399247457,36.1818399247457,36.1818399247457
230,1328.7222229192887,0.0,0.0,12.820379348768526,77.17962065123147,36.21185627257336,36.21185627257336,36.21185627257336
231,1329.2488597632487,0.0,0.0,12.48072640597246,77.51927359402755,36.24242618656763,36.24242618656763,36.24242618656763
232,1329.7850459369802,0.0,0.0,12.137380215437279,77.86261978456274,36.27354110793493,36.27354110793493,36.27354110793493
233,1330.3306396474454,0.0,0.0,11.790442378824686,78.20955762117532,36.30519231725145,36.30519231725145,36.30519231725145
234,1330.885496330926,0.0,0.0,11.440015560622214,78.55998443937779,36.33737093648068,36.33737093648068,36.33737093648068
235,1331.449468676577,0.0,0.0,11.086203457763208,78.91379654223681,36.3700679310362,36.3700679310362,36.3700679310362
236,1332.0224066507644,0.0,0.0,10.72911076894119,79.2708892310588,36.40327411189094,36.40327411189094,36.40327411189094
237,1332.6041575221898,0.0,0.0,10.368843163627838,79.63115683637214,36.436980137732746,36.436980137732746,36.436980137732746
238,1333.194565887828,0.0,0.0,10.005507250803733,79.99449274919627,36.471176517165645,36.471176517165645,36.471176517165645
239,1333.7934736996808,0.0,0.0,9.639210547410983,80.36078945258902,36.50585361095784,36.50585361095784,36.50585361095784
240,1334.4007202923663,0.0,0.0,9.270061446537259,80.72993855346276,36.54100163433526,36.54100163433526,36.54100163433526
241,1335.016142411551,0.0,0.0,8.898169185340556,81.10183081465944,36.57661065932149,36.57661065932149,36.57661065932149
242,1335.6395742432464,0.0,0.0,8.523643812724153,81.47635618727585,36.61267061712351,36.61267061712351,36.61267061712351
243,1336.2708474439728,0.0,0.0,8.146596156771304,81.85340384322872,36.64917130056381,36.64917130056381,36.64917130056381
244,1336.9097911718081,0.0,0.0,7.767137791949538,82.23286220805048,36.68610236655758,36.68610236655758,36.68610236655758
245,1337.5562321183345,0.0,0.0,7.3853810060939225,82.6146189939061,36.723453338636205,36.723453338636205,36.723453338636205
246,1338.209994541493,21.460707897715622,0.014903269373413627,7.00143876717923,82.99856123282079,36.7612136095164,-147.00330809615667,35.63208181920629
247,1338.8709002993537,29.995040912438235,0.02082988952252655,6.615424689891009,83.38457531010901,36.79937244371445,-159.43145610418358,35.2022645262478
248,1339.5387688848198,36.29630129370354,0.025205764787294128,6.227453002005111,83.77254699799491,36.837918980205814,-166.10878604208858,34.89411361682937
249,1340.2134174612715,41.39708936947696,0.028747978728803445,5.837638510585836,84.16236148941415,36.8768422351302,-170.54412798468553,34.65156939020147
250,1340.8946608991607,45.7011492341529,0.03173690919038396,5.4460965680126945,84.55390343198728,36.91613110454125,-173.7516811236584,34.45277664407968
251,1341.5823118135686,49.41709812177218,0.03431742925123068,5.0529430378458216,84.94705696215418,36.955774367201,-176.17579005029762,34.28643969163073
252,1342.2761806027258,52.66956089268354,0.03657608395325246,4.658294260540012,85.34170573945997,36.995760687418624,-178.18702502735266,34.14566102637582
253,1342.9760754875265,55.54002354047064,0.0385694607919935,4.262267019017751,85.73773298098229,37.03607861793381,-179.771981206127,34.026187959560275
254,1343.6818025520095,58.08514696134168,0.04033690761204283,3.864978504111281,86.13502149588876,37.076716602843476,-181.0862633339666,33.92487522936756
255,1344.3931657848545,60.346109175007996,0.04190702026042222,3.466546279883929,86.53345372011607,37.11766298057262,-182.24862775776802,33.839423264047014
256,1345.1099671218665,62.35382907247958,0.043301270189221926,3.067088248840993,86.93291175115903,37.15890598688793,-183.19963921438438,33.76826210358763
257,1345.8320064894724,64.13209508377776,0.04453617714151233,2.66672261704051,87.33327738295951,37.20043375795467,-183.96247271373807,33.71010544747526
258,1346.5590818492376,65.69954149053184,0.045624681590647115,2.2655678591142125,87.73443214088576,37.242234333435874,-184.7000378373524,33.66378423314251
259,1347.2909892433916,67.07095046809918,0.04657704893617999,1.8637426832089221,88.13625731679107,37.28429565963364,-185.27281153892875,33.628662090221724
260,1348.0275228413898,68.25813910237378,0.04740148548775957,1.461365995858923,88.53863400414119,37.32660559267214,-185.76198157053972,33.60401732303313
261,1348.7684749874952,69.27057978060019,0.04810456929208346,1.0585568667996417,88.94144313320025,37.369151901722034,-186.1726821181237,33.58933474574076
262,1349.5136362493938,70.11584275296616,0.04869155746733761,0.6554344937329215,89.3445655062668,37.41192227226509,-186.50905854183873,33.58420049560169
263,1350.2627954678453,70.7999159545656,0.04916660830178167,0.2521181670545892,89.74788183294604,37.45490430939941,-186.7743966597522,33.588285115588974
264,1351.015739807365,71.3274372579383,0.04953294254023493,-0.15127276544556575,89.8487272345547,37.498085541184196,-186.9712204202915,33.60133126473875
265,1351.7722548079496,71.70186207340356,0.049792959773196914,-0.5546189339006911,89.44538106609933,37.541453422023835,-187.16625946137282,33.623073619178854
266,1352.5321244378295,71.92558137546297,0.04994832039962706,-0.9578009816903041,89.04219901830979,37.58499533608966,-187.2307233306781,33.653517731815384
267,1353.2951311472632,72.0,0.05,-1.360699600759899,88.63930039924,37.62869860078075,-187.2304865718461,33.69250777289517
268,1354.061055923362,71.92558137546297,0.04994832039962706,-1.7631955669260881,88.23680443307389,37.67255047022081,-187.23024914761203,33.73993907498476
269,1354.8296783459484,71.70186207340356,0.049792959773196914,-2.1651697751569343,87.83483022484309,37.71653813879226,-187.16530837357487,33.79589816244754
270,1355.600776644437,71.3274372579383,0.04953294254023493,-2.5665032748170593,87.43349672518299,37.76064874470569,-186.9697811260787,33.86052256441428
271,1356.3741277557451,70.7999159545656,0.04916660830178167,-2.9670773048671193,87.03292269513291,37.80486937360479,-186.77246063879218,33.933789034089386
272,1357.1495073832125,70.11584275296616,0.04869155746733761,-3.3667733290069854,86.63322667099305,37.84918706220475,-186.50660967209518,34.01594502849309
273,1357.9266900565408,69.27057978060019,0.04810456929208346,-3.7654730707526034,86.23452692924738,37.893588801965166,-186.16969911029963,34.107230457202604
274,1358.705449192729,68.25813910237378,0.04740148548775957,-4.16305854843597,85.836941451564,37.938061542794514,-185.75843735907202,34.20795777455305
275,1359.4855571580101,67.07095046809918,0.04657704893617999,-4.559412110117683,85.44058788988234,37.98259219678681,-185.26867247091025,34.31852440034828
276,1360.2667853307692,65.69954149053184,0.045624681590647115,-4.954416468402104,85.04558353159787,38.02716764198931,-184.69526260793901,34.4394298015045
277,1361.0489041654387,64.13209508377776,0.04453617714151233,-5.34795473514465,84.65204526485536,38.07177472619941,-183.95699256637585,34.57138024117506
278,1361.8316832573596,62.35382907247958,0.043301270189221926,-5.7399104560407475,84.26008954395928,38.11640027079119,-183.19340828801364,34.7149997413465
279,1362.6148914085898,60.346109175007996,0.04190702026042222,-6.130167645086614,83.86983235491341,38.16103107456934,-182.24154591445756,34.87144400755528
280,1363.398296694652,58.08514696134168,0.04033690761204283,-6.518610818901384,83.48138918109862,38.20565391765001,-181.07820065099202,35.04198923374662
281,1364.1816665322065,55.54002354047064,0.0385694607919935,-6.9051250309004875,83.09487496909954,38.25025556536781,-179.76280317961303,35.228199257995755
282,1364.964767747628,52.66956089268354,0.03657608395325246,-7.2895959053101596,82.71040409468986,38.29482277220711,-178.17652045543582,35.432369846099675
283,1365.7473666464746,49.41709812177218,0.03431742925123068,-7.67190967101313,82.32809032898686,38.339342285757255,-176.16362218315393,35.65764815768853
284,1366.5292290838272,45.7011492341529,0.03173690919038396,-8.0519531952153,81.94804680478471,38.383800850689795,-173.7374313442951,35.908301092710474
285,1367.3101205354837,41.39708936947696,0.028747978728803445,-8.429614016923523,81.57038598307648,38.428185212757285,-170.52702121439216,36.1912525925506
286,1368.0898061699854,36.29630129370354,0.025205764787294128,-8.804780380224702,81.19521961977532,38.47248212281232,-166.08742895294398,36.517857083852846
287,1368.8680509214535,29.995040912438235,0.02082988952252655,-9.177341267356068,80.82265873264394,38.516678340844464,-159.40285442689378,36.91009800190818
288,1369.6446195632157,21.460707897715622,0.014903269373413627,-9.547186431557199,80.45281356844282,38.56076064003577,-146.95785947119242,37.42437989111818
289,1370.4192767821971,0.0,0.0,-9.914206429693781,80.08579357030624,38.604715810831465,38.604715810831465,38.604715810831465
290,1371.1917872540525,0.0,0.0,-10.278292654643566,79.72170734535645,38.64853066502633,38.64853066502633,38.64853066502633
291,1371.961915719011,0.0,0.0,-10.639337367435013,79.36066263256498,38.69219203986387,38.69219203986387,38.69219203986387
292,1372.7294270584098,0.0,0.0,-10.997233729128967,79.00276627087104,38.735686802147995,38.735686802147995,38.735686802147995
293,1373.4940863718873,0.0,0.0,-11.351875832433993,78.64812416756602,38.77900185236496,38.77900185236496,38.77900185236496
294,1374.2556590552051,0.0,0.0,-11.703158733046065,78.29684126695392,38.822124128815005,38.822124128815005,38.822124128815005
295,1375.0139108786682,0.0,0.0,-12.050978480703325,77.94902151929669,38.86504061175111,38.86504061175111,38.86504061175111
296,1375.7686080661185,0.0,0.0,-12.395232149946548,77.60476785005346,38.9077383275245,38.9077383275245,38.9077383275245
297,1376.5195173744573,0.0,0.0,-12.735817870576474,77.26418212942353,38.95020435273426,38.95020435273426,38.95020435273426
298,1377.2664061736753,0.0,0.0,-13.072634857798906,76.92736514220111,38.992425818380525,38.992425818380525,38.992425818380525
299,1378.0090425273468,0.0,0.0,-13.405583442048444,76.59441655795155,39.03438991401913,39.03438991401913,39.03438991401913
300,1378.7471952735561,0.0,0.0,-13.734565098482365,76.26543490151764,39.07608389191563,39.07608389191563,39.07608389191563
301,1379.4806341062224,0.0,0.0,-14.05948247613576,75.94051752386423,39.11749507119873,39.11749507119873,39.11749507119873
302,1380.2091296567755,0.0,0.0,-14.380239426729142,75.61976057327088,39.158610842008954,39.158610842008954,39.158610842008954
303,1380.9324535761566,0.0,0.0,-14.696741033120349,75.30325896687965,39.19941866964331,39.19941866964331,39.19941866964331
304,1381.6503786170958,0.0,0.0,-15.008893637392013,74.991106362608,39.23990609869304,39.23990609869304,39.23990609869304
305,1382.3626787166277,0.0,0.0,-15.316604868566507,74.68339513143351,39.280060757172635,39.280060757172635,39.280060757172635
306,1383.0691290788056,0.0,0.0,-15.619783669939919,74.38021633006008,39.319870360638845,39.319870360638845,39.319870360638845
307,1383.76950625757,0.0,0.0,-15.918340326027224,74.08165967397278,39.359322716297754,39.359322716297754,39.359322716297754
308,1384.4635882397297,0.0,0.0,-16.212186489110604,73.78781351088939,39.39840572709841,39.39840572709841,39.39840572709841
309,1385.151154528012,0.0,0.0,-16.501235205382855,73.49876479461716,39.43710739581053,39.43710739581053,39.43710739581053
310,1385.8319862241328,0.0,0.0,-16.78540094067848,73.21459905932151,39.475415829085534,39.475415829085534,39.475415829085534
311,1386.5058661118494,0.0,0.0,-17.06459960578463,72.93540039421538,39.51331924149804,39.51331924149804,39.51331924149804
312,1387.1725787399416,0.0,0.0,-17.33874858132442,72.66125141867559,39.55080595956662,39.55080595956662,39.55080595956662
313,1387.831910505081,0.0,0.0,-17.607766742205353,72.39223325779464,39.5878644257524,39.5878644257524,39.5878644257524
314,1388.4836497345361,0.0,0.0,-17.871574481625537,72.12842551837446,39.6244832024322,39.6244832024322,39.6244832024322
315,1389.1275867686675,0.0,0.0,-18.13009373463063,71.86990626536938,39.660650975846124,39.660650975846124,39.660650975846124
316,1389.763514043167,0.0,0.0,-18.383248001214476,71.61675199878553,39.69635656001674,39.69635656001674,39.69635656001674
317,1390.3912261709863,0.0,0.0,-18.63096236895675,71.36903763104326,39.73158890063786,39.73158890063786,39.73158890063786
318,1391.0105200239086,0.0,0.0,-18.87316353519069,71.1268364648093,39.76633707893188,39.76633707893188,39.76633707893188
319,1391.621194813717,0.0,0.0,-19.109779828694556,70.89022017130544,39.80059031547319,39.80059031547319,39.80059031547319
320,1392.2230521729034,0.0,0.0,-19.340741230900324,70.65925876909967,39.83433797397595,39.83433797397595,39.83433797397595
321,1392.815896234869,0.0,0.0,-19.565979396613265,70.43402060338673,39.867569565044334,39.867569565044334,39.867569565044334
322,1393.3995337135702,0.0,0.0,-19.78542767423641,70.21457232576358,39.900274749883806,39.900274749883806,39.900274749883806
323,1393.973773982552,0.0,0.0,-19.99902112549381,70.00097887450619,39.93244334397059,39.93244334397059,39.93244334397059
324,1394.5384291533226,0.0,0.0,-20.206696544646885,69.79330345535313,39.96406532067874,39.96406532067874,39.96406532067874
325,1395.0933141530181,0.0,0.0,-20.408392477197904,69.59160752280211,39.99513081486225,39.99513081486225,39.99513081486225
326,1395.6382468013023,0.0,0.0,-20.60404923807545,69.39595076192454,40.02563012639018,40.02563012639018,40.02563012639018
327,1396.1730478864545,0.0,0.0,-20.793608929296187,69.2063910707038,40.055553723633636,40.055553723633636,40.055553723633636
328,1396.6975412405911,0.0,0.0,-20.977015457097743,69.02298454290226,40.08489224690226,40.08489224690226,40.08489224690226
329,1397.211553813973,0.0,0.0,-21.154214548537816,68.84578545146219,40.113636511828815,40.113636511828815,40.113636511828815
330,1397.7149157483432,0.0,0.0,-21.325153767554383,68.67484623244562,40.141777512699775,40.141777512699775,40.141777512699775
331,1398.207460449251,0.0,0.0,-21.489782530482408,68.51021746951758,40.169306425730326,40.169306425730326,40.169306425730326
332,1398.689024657305,0.0,0.0,-21.648052121022307,68.3519478789777,40.196214612282176,40.196214612282176,40.196214612282176
333,1399.1594485183093,0.0,0.0,-21.79991570465592,68.20008429534408,40.22249362202194,40.22249362202194,40.22249362202194
334,1399.6185756522339,0.0,0.0,-21.94532834250561,68.0546716574944,40.248135196019234,40.248135196019234,40.248135196019234
335,1400.0662532209653,0.0,0.0,-22.084247004632374,67.91575299536764,40.27313126978186,40.27313126978186,40.27313126978186
336,1400.5023319947954,0.0,0.0,-22.2166305827691,67.78336941723092,40.297473976227025,40.297473976227025,40.297473976227025
337,1400.926666417595,0.0,0.0,-22.342439902485157,67.65756009751483,40.32115564858714,40.32115564858714,40.32115564858714
338,1401.339114670627,0.0,0.0,-22.461637734778787,67.53836226522121,40.34416882324774,40.34416882324774,40.34416882324774
339,1401.7395387349522,0.0,0.0,-22.57418880709369,67.42581119290632,40.36650624251695,40.36650624251695,40.36650624251695
340,1402.127804452384,0.0,0.0,-22.680059813756795,67.31994018624322,40.38816085732424,40.38816085732424,40.38816085732424
341,1402.5037815849391,0.0,0.0,-22.77921942583394,67.22078057416606,40.40912582984737,40.40912582984737,40.40912582984737
342,1402.8673438727521,0.0,0.0,-22.871638300400583,67.12836169959942,40.42939453606584,40.42939453606584,40.42939453606584
343,1403.2183690903983,0.0,0.0,-22.95728908922485,67.04271091077514,40.448960568239556,40.448960568239556,40.448960568239556
344,1403.5567391015895,0.0,0.0,-23.03614644686036,66.96385355313964,40.467817737310895,40.467817737310895,40.467817737310895
345,1403.882339912202,0.0,0.0,-23.108187038146283,66.89181296185372,40.48596007522963,40.48596007522963,40.48596007522963
346,1404.1950617215891,0.0,0.0,-23.173389545112634,66.82661045488737,40.5033818371985,40.5033818371985,40.5033818371985
347,1404.494798972148,0.0,0.0,-23.231734673288603,66.7682653267114,40.52007750383865,40.52007750383865,40.52007750383865
348,1404.7814503970958,0.0,0.0,-23.283205157412077,66.71679484258793,40.53604178327362,40.53604178327362,40.53604178327362
349,1405.0549190664226,0.0,0.0,-23.327785766538717,66.67221423346128,40.55126961313033,40.55126961313033,40.55126961313033
350,1405.3151124309825,0.0,0.0,-23.36546330854906,66.63453669145095,40.56575616245664,40.56575616245664,40.56575616245664
351,1405.5619423646901,0.0,0.0,-23.39622663405224,66.60377336594776,40.57949683355349,40.57949683355349,40.57949683355349
352,1405.7953252047903,0.0,0.0,-23.420066639685313,66.57993336031468,40.592487263721296,40.592487263721296,40.592487263721296
353,1406.0151817901663,0.0,0.0,-23.43697627080707,66.56302372919293,40.60472332691904,40.60472332691904,40.60472332691904
354,1406.2214374976616,0.0,0.0,-23.4469505235856,66.5530494764144,40.61620113533547,40.61620113533547,40.61620113533547
355,1406.414022276378,0.0,0.0,-23.449986446479038,66.55001355352097,40.626917040871206,40.626917040871206,40.626917040871206
356,1406.5928706799364,0.0,0.0,-23.446083141108964,66.55391685889104,40.636867636530894,40.636867636530894,40.636867636530894
357,1406.757921896658,0.0,0.0,-23.43524176252623,66.56475823747378,40.64604975772505,40.64604975772505,40.64604975772505
358,1406.9091197776565,0.0,0.0,-23.417465518869175,66.58253448113082,40.65446048347991,40.65446048347991,40.65446048347991
359,1407.0464128628107,0.0,0.0,-23.392759670414296,66.6072403295857,40.662097137555634,40.662097137555634,40.662097137555634
360,1407.1697544045978,0.0,0.0,-23.36113152801963,66.63886847198037,40.66895728947134,40.66895728947134,40.66895728947134
361,1407.2791023897726,0.0,0.0,-23.32259045096136,66.67740954903866,40.675038755436674,40.675038755436674,40.675038755436674
362,1407.3744195588683,0.0,0.0,-23.277147844164244,66.72285215583575,40.68033959918972,40.68033959918972,40.68033959918972
363,1407.4556734235107,0.0,0.0,-23.22481715482675,66.77518284517325,40.684858132739976,40.684858132739976,40.684858132739976
364,1407.522836281523,0.0,0.0,-23.16561386844176,66.83438613155825,40.68859291701665,40.68859291701665,40.68859291701665
365,1407.5758852298213,0.0,0.0,-23.099555504214205,66.90044449578579,40.691542762421534,40.691542762421534,40.691542762421534
